Time,Steps,TimePerStep
5713236, 2672385, 2.13788
5606826, 2672385, 2.09806
5583996, 2672385, 2.08952
5610247, 2672385, 2.09934
5665299, 2672385, 2.11994
5655132, 2672385, 2.11614
5659506, 2672385, 2.11777
5611503, 2672385, 2.09981
5645861, 2672385, 2.11267
5672789, 2672385, 2.12274
5641981, 2672385, 2.11122
5749452, 2672385, 2.15143
5710422, 2672385, 2.13683
5705974, 2672385, 2.13516
5739688, 2672385, 2.14778
5780042, 2672385, 2.16288
5542602, 2672385, 2.07403
5411785, 2672385, 2.02508
5437514, 2672385, 2.0347
5432171, 2672385, 2.03271
5384175, 2672385, 2.01475
5322736, 2672385, 1.99175
5283342, 2672385, 1.97701
5261763, 2672385, 1.96894
5292087, 2672385, 1.98029
5287151, 2672385, 1.97844
5287224, 2672385, 1.97847
5264643, 2672385, 1.97002
5256216, 2672385, 1.96686
5301704, 2672385, 1.98388
5273469, 2672385, 1.97332
5252936, 2672385, 1.96564
5268243, 2672385, 1.97136
5309683, 2672385, 1.98687
5278386, 2672385, 1.97516
5287033, 2672385, 1.97839
5288792, 2672385, 1.97905
5311837, 2672385, 1.98768
5424904, 2672385, 2.02999
5422460, 2672385, 2.02907
5419436, 2672385, 2.02794
5430538, 2672385, 2.03209
5435439, 2672385, 2.03393
5445895, 2672385, 2.03784
5107001, 2672385, 1.91103
5441027, 2672385, 2.03602
5495475, 2672385, 2.05639
5311539, 2672385, 1.98757
5481921, 2672385, 2.05132
6080294, 2672385, 2.27523
5655069, 2672385, 2.11611
5345670, 2672385, 2.00034
5348813, 2672385, 2.00151
5351433, 2672385, 2.00249
5348624, 2672385, 2.00144
5774965, 2672385, 2.16098
5980068, 2672385, 2.23773
5970679, 2672385, 2.23421
5947032, 2672385, 2.22536
5900872, 2672385, 2.20809
5961949, 2672385, 2.23095
5999349, 2672385, 2.24494
6246285, 2672385, 2.33734
6233470, 2672385, 2.33255
6151334, 2672385, 2.30181
6389895, 2672385, 2.39108
6378917, 2672385, 2.38698
6237148, 2672385, 2.33393
6242401, 2672385, 2.33589
6173330, 2672385, 2.31005
6240539, 2672385, 2.33519
6244013, 2672385, 2.33649
6256306, 2672385, 2.34109
6290284, 2672385, 2.35381
5912855, 2672385, 2.21258
5840088, 2672385, 2.18535
5694936, 2672385, 2.13103
5451837, 2672385, 2.04006
5400704, 2672385, 2.02093
5019458, 2672385, 1.87827
5295458, 2672385, 1.98155
5282651, 2672385, 1.97676
5426427, 2672385, 2.03056
6003318, 2672385, 2.24643
5969626, 2672385, 2.23382
5837700, 2672385, 2.18445
5823483, 2672385, 2.17913
5832571, 2672385, 2.18253
5856670, 2672385, 2.19155
5845826, 2672385, 2.18749
5868667, 2672385, 2.19604
5850050, 2672385, 2.18907
5335695, 2672385, 1.9966
5351056, 2672385, 2.00235
5330201, 2672385, 1.99455
5382726, 2672385, 2.0142
5393851, 2672385, 2.01837
5413739, 2672385, 2.02581
5380486, 2672385, 2.01336
5386737, 2672385, 2.0157
5379349, 2672385, 2.01294
5410821, 2672385, 2.02472
5381739, 2672385, 2.01383
5368638, 2672385, 2.00893
5387095, 2672385, 2.01584
5375686, 2672385, 2.01157
5434529, 2672385, 2.03359
5336469, 2672385, 1.99689
5366097, 2672385, 2.00798
5343201, 2672385, 1.99941
5275222, 2672385, 1.97398
5309406, 2672385, 1.98677
5346625, 2672385, 2.00069
5349787, 2672385, 2.00188
5281267, 2672385, 1.97624
5303050, 2672385, 1.98439
5405946, 2672385, 2.02289
5418948, 2672385, 2.02776
5408382, 2672385, 2.0238
5462674, 2672385, 2.04412
5460502, 2672385, 2.04331
5460614, 2672385, 2.04335
5406282, 2672385, 2.02302
5415534, 2672385, 2.02648
5338754, 2672385, 1.99775
5368346, 2672385, 2.00882
5359353, 2672385, 2.00546
5358195, 2672385, 2.00502
5586400, 2672385, 2.09042
5291448, 2672385, 1.98005
5476178, 2672385, 2.04917
5621367, 2672385, 2.1035
5671613, 2672385, 2.1223
5682357, 2672385, 2.12632
5487158, 2672385, 2.05328
5413626, 2672385, 2.02577
5423675, 2672385, 2.02953
5443427, 2672385, 2.03692
5373284, 2672385, 2.01067
5441714, 2672385, 2.03628
5393937, 2672385, 2.0184
5379789, 2672385, 2.0131
5358481, 2672385, 2.00513
5302063, 2672385, 1.98402
5307586, 2672385, 1.98609
5303139, 2672385, 1.98442
5304918, 2672385, 1.98509
5333448, 2672385, 1.99576
5359727, 2672385, 2.0056
5393569, 2672385, 2.01826
5332992, 2672385, 1.99559
5335898, 2672385, 1.99668
5381021, 2672385, 2.01357
5375616, 2672385, 2.01154
5350525, 2672385, 2.00215
5437154, 2672385, 2.03457
5369093, 2672385, 2.0091
5381473, 2672385, 2.01373
5384476, 2672385, 2.01486
5373316, 2672385, 2.01068
5354828, 2672385, 2.00376
5353680, 2672385, 2.00333
5354197, 2672385, 2.00353
5405016, 2672385, 2.02254
5446068, 2672385, 2.03791
5400467, 2672385, 2.02084
5479283, 2672385, 2.05033
5496013, 2672385, 2.05659
5400457, 2672385, 2.02084
5339981, 2672385, 1.99821
5355040, 2672385, 2.00384
5417066, 2672385, 2.02705
5434558, 2672385, 2.0336
5404724, 2672385, 2.02243
5423127, 2672385, 2.02932
5397309, 2672385, 2.01966
5405051, 2672385, 2.02256
5422416, 2672385, 2.02905
5435583, 2672385, 2.03398
5474809, 2672385, 2.04866
5508889, 2672385, 2.06141
5517378, 2672385, 2.06459
5482228, 2672385, 2.05144
5509061, 2672385, 2.06148
5484412, 2672385, 2.05225
5495522, 2672385, 2.05641
5386323, 2672385, 2.01555
5313819, 2672385, 1.98842
5237876, 2672385, 1.96
5100571, 2672385, 1.90862
5228131, 2672385, 1.95635
5190806, 2672385, 1.94239
5202092, 2672385, 1.94661
5279119, 2672385, 1.97543
5294806, 2672385, 1.9813
5155713, 2672385, 1.92926
5186626, 2672385, 1.94082
5175189, 2672385, 1.93654
5152808, 2672385, 1.92817
5163516, 2672385, 1.93218
5335138, 2672385, 1.9964
5718013, 2672385, 2.13967
5470508, 2672385, 2.04705
5407571, 2672385, 2.0235
5426057, 2672385, 2.03042
5430876, 2672385, 2.03222
5409273, 2672385, 2.02414
5412492, 2672385, 2.02534
