Time,Steps,TimePerStep,Error
21529679, 2517583, 8.55173, 0.0365540996266
22145484, 2632437, 8.41254092691, 0.0365540996266
20412268, 2472505, 8.25570342628, 0.0365540996266
21762096, 2699773, 8.06071325256, 0.0329198378416
19603005, 2473431, 7.92543030309, 0.0365540996266
26180219, 3279761, 7.98235572653, 0.0329198378416
19528088, 2507221, 7.78873820856, 0.0329198378416
21442336, 2841517, 7.54608753001, 0.0329198378416
22107857, 2958221, 7.47336219978, 0.0329198378416
18134241, 2556305, 7.09392697663, 0.0329198378416
18588785, 2617205, 7.10253304575, 0.0329198378416
18215699, 2552641, 7.13602069386, 0.0365540996266
23656937, 3352511, 7.05648303615, 0.0329198378416
18053302, 2716215, 6.64649226957, 0.0329198378416
19934113, 3005897, 6.63166868326, 0.0329198378416
20649218, 3098251, 6.66479830072, 0.0329198378416
16705931, 2534723, 6.59083102966, 0.0365540996266
18519372, 2822059, 6.56236173659, 0.0329198378416
20396232, 3104845, 6.56916271183, 0.0365540996266
17897558, 2723997, 6.57032955616, 0.0365540996266
18947688, 2839423, 6.67307688921, 0.0329198378416
17642130, 2653749, 6.64800250514, 0.0329198378416
17598965, 2661115, 6.61338010571, 0.0329198378416
21691796, 3263567, 6.6466525737, 0.0329198378416
19425821, 2929551, 6.63098918571, 0.0329198378416
16717090, 2475481, 6.75306738367, 0.0365540996266
17394468, 2521321, 6.89895019317, 0.0365540996266
20690483, 2975361, 6.953940379, 0.0365540996266
20563881, 2968021, 6.92848231195, 0.0329198378416
23180767, 3315921, 6.9907476686, 0.0329198378416
19303861, 2679865, 7.20329606156, 0.0365540996266
22103493, 2905693, 7.60696088678, 0.0365540996266
21247552, 2746207, 7.7370540531, 0.0329198378416
20886751, 2651477, 7.87740229314, 0.0329198378416
19389139, 2451159, 7.91019228047, 0.0365540996266
19021832, 2468923, 7.70450597285, 0.0365540996266
23574463, 2848853, 8.27507175695, 0.0329198378416
22956686, 2720221, 8.43927239735, 0.0329198378416
25781370, 3103645, 8.30680377427, 0.0329198378416
22937228, 2744901, 8.3563042893, 0.0329198378416
22828681, 2817287, 8.10307256591, 0.0365540996266
21162272, 2692563, 7.85952714941, 0.0365540996266
18504849, 2469169, 7.49436308329, 0.0365540996266
19023814, 2555327, 7.44476695155, 0.0365540996266
18718786, 2624225, 7.13307204984, 0.0329198378416
17613530, 2488985, 7.07659146198, 0.0365540996266
19725710, 2752827, 7.16561919801, 0.0329198378416
18492930, 2577581, 7.17452914186, 0.0329198378416
23087577, 3258823, 7.08463669245, 0.0329198378416
19771470, 3004563, 6.58048108826, 0.0329198378416
22936542, 3287875, 6.9761, 0.0329198378416
19258305, 2763395, 6.96907427277, 0.0329198378416
18003052, 2563477, 7.02290365781, 0.0365540996266
20728715, 2959233, 7.00475934136, 0.0329198378416
18362414, 2612205, 7.02946897353, 0.0329198378416
17981315, 2565307, 7.009420315, 0.0365540996266
20524436, 2905489, 7.06402123704, 0.0329198378416
17820081, 2519615, 7.07254124142, 0.0365540996266
19289288, 2666253, 7.23460526814, 0.0365540996266
18385834, 2516083, 7.30732412246, 0.0365540996266
19387283, 2752485, 7.04355627733, 0.0329198378416
18067088, 2492077, 7.24981130198, 0.0329198378416
17874854, 2507925, 7.12734790713, 0.0365540996266
24173065, 3276683, 7.37729740716, 0.0329198378416
18448943, 2601757, 7.09095545818, 0.0329198378416
20720360, 2783639, 7.44362325718, 0.0329198378416
21525688, 2840367, 7.57848827282, 0.0365540996266
18401594, 2526525, 7.28336113832, 0.0329198378416
21372636, 3019887, 7.07729660083, 0.0365540996266
19325591, 2576285, 7.5013404961, 0.0365540996266
19073599, 2637421, 7.23191291796, 0.0329198378416
18440949, 2503495, 7.36608181762, 0.0365540996266
19534549, 2635307, 7.4126274472, 0.0329198378416
19563973, 2673367, 7.31810222839, 0.0365540996266
19828042, 2647637, 7.48895788962, 0.0365540996266
20330273, 2828115, 7.18863023604, 0.0329198378416
19495539, 2714507, 7.18198147951, 0.0365540996266
22286706, 3127855, 7.12523630411, 0.0329198378416
18909805, 2636669, 7.17185395664, 0.0329198378416
17244348, 2463569, 6.99974224387, 0.0365540996266
19278190, 2791129, 6.90695055657, 0.0329198378416
18286029, 2626201, 6.96292058376, 0.0365540996266
17935318, 2574133, 6.96751799538, 0.0365540996266
17658137, 2540561, 6.95048731363, 0.0329198378416
17697779, 2523839, 7.01224563057, 0.0329198378416
19334292, 2699089, 7.16326582784, 0.0329198378416
17644881, 2492551, 7.07904512285, 0.0365540996266
18373849, 2574719, 7.13625409219, 0.0329198378416
21788174, 3049193, 7.14555424993, 0.0329198378416
18337003, 2592677, 7.07261375019, 0.0365540996266
22625112, 3197799, 7.07521392057, 0.0329198378416
17748624, 2470261, 7.18491851671, 0.0365540996266
17834438, 2502623, 7.12629828784, 0.0365540996266
20472649, 2855397, 7.16980826134, 0.0365540996266
17987976, 2469591, 7.28378747736, 0.0329198378416
18485221, 2469189, 7.48635321152, 0.0365540996266
21914540, 2943259, 7.44567161775, 0.0329198378416
22950637, 3015399, 7.61114432949, 0.0365540996266
22228758, 2898183, 7.66989455117, 0.0329198378416
21632439, 2765371, 7.82261729077, 0.0329198378416
